x,y,timestamp,pen_status
30052.285,39500.266,505948.3,1.0
57642.043,32619.828,506130.78,1.0
31081.102,40236.48,506571.47,1.0
14647.852,4552.3716,507694.7,1.0
22080.736,22577.996,507699.7,1.0
24661.13,24033.871,507699.7,1.0
15656.733,5578.9155,507699.7,1.0
55468.832,14056.051,507699.7,1.0
26745.566,28708.883,507699.7,1.0
50178.758,25906.727,507699.7,1.0
30909.82,27488.13,507709.72,0.0
16247.495,6205.8076,507746.62,1.0
44435.395,9524.812,507785.5,1.0
25249.47,25109.03,507832.22,1.0
56024.69,14402.159,507878.53,1.0
16025.801,5722.229,507925.78,1.0
28763.818,36571.55,507931.34,1.0
15819.176,5661.2783,507931.34,1.0
34190.953,39144.09,507931.34,1.0
41743.99,38358.453,507931.34,1.0
54762.375,13672.399,507931.34,1.0
16532.592,23880.75,507931.34,1.0
15999.213,21576.914,507939.47,1.0
50733.508,25733.635,508715.5,1.0
40671.973,38332.973,509491.88,1.0
17263.955,7198.3096,510268.7,1.0
23181.523,24821.057,511057.94,1.0
17919.246,8428.951,511852.7,1.0
37224.926,39419.887,511858.22,1.0
45974.938,28105.123,511858.22,1.0
27319.934,30659.36,511858.22,1.0
16347.298,6311.6943,511858.22,1.0
15837.963,15782.632,511858.22,0.0
31029.406,16680.545,511858.22,1.0
30244.572,39367.918,512607.03,1.0
17083.078,7105.987,513463.2,1.0
29649.54,38602.77,514319.94,1.0
22972.494,24435.916,515179.03,1.0
21928.023,20099.357,516038.4,1.0
29598.95,38273.785,516900.44,1.0
44684.2,38393.39,516938.25,1.0
55112.156,24463.22,516938.25,1.0
58145.367,20406.734,516938.25,1.0
26015.227,26472.45,516938.25,1.0
32876.61,27025.184,516938.25,0.0
15115.39,14687.345,516938.25,0.0
32741.648,38822.12,516959.97,1.0
48775.4,26572.025,517775.53,1.0
24178.861,21894.594,518594.16,0.0
18499.973,9240.505,519413.03,1.0
48462.895,38519.72,520233.88,1.0
25482.936,26451.102,521054.9,1.0
42950.99,9148.828,521065.5,1.0
21542.553,38924.27,521065.5,1.0
24719.691,26098.244,521065.5,1.0
57617.387,34488.973,521065.5,1.0
50162.77,26085.365,521065.5,1.0
27793.168,31846.52,521065.5,1.0
18499.973,9240.505,521088.1,1.0
57602.184,34643.246,521134.3,1.0
58123.875,26661.174,521180.6,1.0
29915.492,39124.348,521227.4,1.0
35711.055,38664.645,521274.1,1.0
30696.309,38755.594,521321.44,1.0
55134.13,24388.883,521334.6,1.0
17155.73,7212.6016,521334.6,1.0
50028.41,26063.46,521334.6,1.0
18949.074,15362.14,521334.6,1.0
18272.54,32488.186,521334.6,1.0
17572.63,7724.7,521334.6,1.0
14320.868,4290.1675,522054.28,1.0
50974.54,38319.766,523704.72,1.0
37589.46,6824.8823,525360.0,1.0
16027.615,5720.087,527020.5,1.0
50516.56,25855.408,528686.4,1.0
22298.865,23072.4,530357.75,1.0
45850.363,28461.088,530380.7,1.0
45469.816,27893.123,530380.7,1.0
17542.605,7924.471,530380.7,1.0
14913.984,4796.4717,530380.7,1.0
31254.705,36180.434,530380.7,1.0
50285.734,15849.275,530380.7,1.0
54045.44,15912.317,530401.56,1.0
14964.323,4814.959,530495.94,1.0
21558.537,21616.143,530591.6,1.0
57692.914,31864.668,530686.06,1.0
20989.799,12657.628,530781.75,1.0
37937.03,27571.625,530877.1,0.0
45816.48,28195.732,530884.0,1.0
20960.076,38503.336,530884.0,1.0
14825.605,4695.7915,530884.0,1.0
33419.176,35945.94,530884.0,1.0
31817.605,8159.1987,530884.0,1.0
55658.92,15822.297,530884.0,1.0
16657.379,6637.3794,530896.0,1.0
17117.123,7162.433,531734.56,1.0
28768.697,36561.67,532573.5,1.0
51558.805,25627.443,533415.25,1.0
57817.105,29109.709,534257.3,1.0
15698.207,5623.03,535101.1,1.0
19698.787,14486.331,535106.94,1.0
36600.414,36218.695,535106.94,1.0
21325.291,16818.191,535106.94,1.0
19393.05,10540.5625,535106.94,1.0
17235.518,7175.4033,535106.94,1.0
51737.07,25542.828,535899.9,1.0
31103.818,40250.543,537649.1,1.0
37252.0,39005.13,539413.9,1.0
25556.252,28910.824,541184.7,1.0
26802.215,23348.822,542961.4,0.0
48744.523,26492.072,544743.5,1.0
57908.637,28556.982,544785.3,1.0
26951.574,28006.945,544785.3,1.0
15686.001,5610.183,544785.3,1.0
50911.633,15876.824,544785.3,1.0
20706.977,38286.867,544785.3,1.0
53845.49,24834.46,544785.3,1.0
34672.984,7502.8755,544807.44,1.0
44554.12,15970.885,545729.06,1.0
38026.727,38599.902,546651.5,1.0
19451.527,10621.133,547576.7,1.0
18292.201,8943.74,548502.75,1.0
15502.378,5271.83,549429.56,1.0
25449.318,26379.443,549439.4,1.0
17668.951,7852.824,549439.4,1.0
26045.947,27588.6,549439.4,1.0
16481.855,23576.27,549439.4,1.0
29605.465,38091.832,549455.94,1.0
18605.686,9393.613,550328.3,1.0
56240.86,35949.438,551202.25,1.0
30414.973,36335.34,552077.25,1.0
16554.473,24074.17,552953.4,1.0
44435.426,9524.763,553831.7,1.0
20626.816,13005.39,553839.56,1.0
46836.473,23796.324,553839.56,0.0
25558.662,27618.545,553839.56,1.0
21516.053,21462.713,553839.56,1.0
23682.088,39403.74,553839.56,1.0
34058.195,35965.297,553839.56,1.0
29293.564,36462.473,553853.7,1.0
18775.832,9294.351,554790.1,1.0
55437.08,14039.399,555728.8,1.0
34755.945,38737.76,556667.9,1.0
20559.725,13120.171,557609.2,1.0
37179.535,39270.418,558552.25,1.0
15625.609,5504.2437,558560.7,1.0
27168.494,28298.043,558560.7,1.0
30077.35,38979.906,558560.7,1.0
52677.582,19882.094,558560.7,0.0
47504.9,27220.148,558560.7,1.0
35458.81,29051.482,558560.7,0.0
23528.33,25502.81,559346.1,1.0
41947.387,8841.137,562073.0,1.0
50839.01,25848.266,564861.6,1.0
51875.586,15915.513,567711.44,1.0
40279.47,8248.855,570575.94,1.0
16312.927,22685.95,573454.8,1.0
52645.996,25143.234,573495.2,1.0
24835.145,27749.963,573495.2,1.0
57733.957,18868.83,573495.2,1.0
21969.79,20196.926,573495.2,1.0
22294.723,20933.602,573495.2,1.0
23293.35,23256.047,573495.2,1.0
51207.055,25761.188,573527.06,1.0
18499.973,9240.505,574537.1,1.0
50911.637,15876.768,575548.7,1.0
24312.332,25272.436,576561.44,1.0
34599.0,38752.387,577576.75,1.0
23900.232,16714.977,578593.4,1.0
54994.14,24318.594,578600.5,1.0
18209.578,31984.213,578600.5,1.0
32275.318,27040.807,578600.5,0.0
19047.127,10058.409,578600.5,1.0
39634.863,16355.803,578600.5,1.0
29733.54,38824.445,578600.5,1.0
17728.668,7936.4946,578615.1,1.0
40801.395,38323.312,580512.75,1.0
20033.857,14015.264,582415.3,1.0
24378.904,25397.744,584326.0,1.0
15451.98,18874.77,586229.0,1.0
24203.748,24160.133,588115.25,1.0
15462.375,18843.342,588122.4,1.0
52221.637,15932.027,588122.4,1.0
57794.07,18966.223,588122.4,1.0
31048.799,28714.43,588122.4,0.0
22033.45,13542.285,588122.4,1.0
36946.72,36146.035,588122.4,1.0
22745.736,24009.783,588986.25,1.0
26729.854,28706.303,590996.5,1.0
25567.428,26628.32,593026.5,1.0
58136.703,26390.035,595063.0,1.0
47991.36,10906.822,597107.3,1.0
17042.889,7030.3486,599159.06,1.0
45865.01,28460.947,599189.3,1.0
14911.216,4820.72,599189.3,1.0
41931.17,26279.723,599189.3,0.0
16040.219,5741.3706,599189.3,1.0
54558.23,24543.635,599189.3,1.0
57650.234,34189.145,599189.3,1.0
29560.232,38234.992,599209.94,1.0
14907.215,4798.268,601155.8,1.0
15632.654,5385.386,603106.5,1.0
16482.34,6274.4146,605064.56,1.0
37658.535,38632.883,607028.94,1.0
20971.074,12699.075,608998.2,1.0
15915.106,15897.238,609005.75,0.0
29894.775,39072.49,609005.75,1.0
45522.87,28487.855,609005.75,1.0
35495.727,38687.543,609005.75,1.0
54968.844,24420.404,609005.75,1.0
21996.217,20197.096,609005.75,1.0
30711.139,40105.137,609018.8,1.0
29605.465,38091.832,610063.7,1.0
29434.904,37896.254,611109.94,1.0
45738.535,28625.953,612159.0,1.0
44393.977,28543.18,613208.1,1.0
22030.79,22466.314,614260.4,1.0
31551.238,8260.635,614267.3,1.0
24399.033,39301.004,614267.3,1.0
15769.979,5465.5312,614267.3,1.0
51300.31,25575.133,614267.3,1.0
50897.996,25797.775,614267.3,1.0
17537.59,26698.871,614267.3,1.0
24273.549,24360.133,617400.4,1.0
15602.52,5509.832,619762.5,1.0
15082.64,14635.236,622133.25,0.0
26216.387,26858.17,624514.25,1.0
21487.375,21326.27,626903.25,1.0
45136.223,28532.348,626940.2,1.0
58390.45,23622.434,626940.2,1.0
21969.79,20196.926,626940.2,1.0
57171.633,35519.74,626940.2,1.0
52309.707,25255.01,626940.2,1.0
14673.944,4571.972,630484.2,1.0
29212.836,38803.508,634017.0,1.0
31077.47,40241.625,637569.8,1.0
25747.81,26995.777,641205.8,1.0
32829.145,7952.1704,644905.94,1.0
35871.19,14966.915,644912.6,0.0
41218.76,26579.47,644912.6,0.0
45594.574,28755.56,644912.6,1.0
50335.516,25843.096,644912.6,1.0
52874.2,25147.76,644912.6,1.0
33449.03,26777.598,644912.6,0.0
28924.465,36958.664,644927.8,1.0
36946.72,36146.035,646294.2,1.0
35336.63,29174.582,647665.06,0.0
25724.656,25942.65,649036.7,1.0
38028.84,7629.017,650412.0,1.0
49897.027,26180.666,651797.94,1.0
20360.68,20319.086,651804.6,0.0
29902.316,38773.375,651804.6,1.0
27158.924,28294.49,651804.6,1.0
23206.906,10999.204,651804.6,1.0
57327.96,35742.03,651804.6,1.0
16374.424,22954.549,651804.6,1.0
29434.82,37896.402,651821.8,1.0
30988.816,8420.619,653243.9,1.0
24852.605,24322.549,654668.44,1.0
16083.253,21814.898,656096.4,1.0
16338.328,6179.03,657527.6,1.0
16379.882,6214.844,658961.1,1.0
36341.562,38681.71,658969.75,1.0
48170.54,26712.482,658969.75,1.0
50211.633,11785.985,658969.75,1.0
26908.033,39096.71,658969.75,1.0
26256.496,26929.475,658969.75,1.0
54431.785,24566.518,658969.75,1.0
20044.523,13987.732,659941.3,1.0
25837.986,16735.996,663822.9,1.0
29866.965,38987.875,667305.7,1.0
15502.063,5274.744,667329.5,1.0
21505.162,21289.5,667329.5,1.0
24697.02,24087.584,667329.5,1.0
30033.416,16724.68,667329.5,1.0
24581.34,24976.312,667329.5,1.0
55150.656,24450.371,667329.5,1.0
33764.434,27024.93,667362.1,0.0
37991.176,27631.564,667362.1,0.0
23639.602,23991.855,667362.1,1.0
51444.777,25623.752,667362.1,1.0
16722.404,6703.9644,667362.1,1.0
53533.645,24928.242,667362.1,1.0
18763.248,9285.607,667725.5,1.0
18023.941,8337.56,668279.94,1.0
24115.8,39356.805,668958.2,1.0
57668.664,18641.504,669125.7,1.0
14799.251,4674.6333,669125.7,1.0
38716.617,27125.832,669125.7,0.0
17925.076,8002.5474,669125.7,1.0
30858.797,40142.375,669125.7,1.0
16123.618,5981.254,669152.75,1.0
17742.035,8190.518,669152.75,1.0
23161.21,39373.8,669152.75,1.0
20219.773,13668.835,669152.75,1.0
37433.1,26005.875,669152.75,0.0
48146.023,26709.215,669152.75,1.0
32933.56,16797.072,669257.4,1.0
17461.422,7595.535,669960.3,1.0
53616.75,37591.28,670048.7,1.0
16383.738,6215.193,670048.7,1.0
58139.266,26335.994,670048.7,1.0
24577.229,17761.854,670048.7,0.0
57786.85,29560.113,670048.7,1.0
45065.176,28495.182,670048.7,1.0
48739.316,15888.926,670234.2,1.0
14898.447,4758.2905,670963.4,1.0
25841.135,28125.01,671109.3,1.0
54275.27,24647.229,671109.3,1.0
16728.104,18053.893,671109.3,1.0
17699.85,8099.1665,671109.3,1.0
14868.969,4800.7915,671109.3,1.0
18168.434,31110.252,671109.3,1.0
35022.45,16783.607,671212.9,1.0
16045.655,5745.228,671651.3,1.0
55995.035,14369.391,671968.44,1.0
49896.996,26180.684,672193.75,1.0
14336.732,4304.9917,672853.5,1.0
57431.547,35988.293,672892.06,1.0
18585.5,9363.348,672892.06,1.0
20048.62,37309.035,672892.06,1.0
24564.807,23915.521,672892.06,1.0
52377.35,25309.623,672892.06,1.0
57680.5,31165.83,672892.06,1.0
45634.81,28721.457,672928.8,1.0
25440.844,25448.16,672928.8,1.0
31165.328,40290.535,672928.8,1.0
56570.926,14747.638,672928.8,1.0
14568.886,4489.6353,672928.8,1.0
18040.723,29829.902,672928.8,1.0
38198.977,27422.418,672976.3,0.0
37457.41,36659.05,673835.3,1.0
52290.074,15934.033,673983.5,1.0
27810.514,32209.037,674819.3,1.0
22909.086,39373.29,675600.56,1.0
22084.555,22570.01,675805.44,1.0
39182.5,14643.519,676751.94,0.0
53871.055,15906.878,676773.75,1.0
34015.316,39046.562,676773.75,1.0
46097.016,28042.387,676773.75,1.0
47412.723,27282.67,676773.75,1.0
54924.527,24332.295,676773.75,1.0
21571.107,21685.053,676773.75,1.0
41108.95,16240.711,676790.94,1.0
45143.53,24183.904,676790.94,0.0
46128.93,28023.568,676790.94,1.0
55779.86,14223.107,676790.94,1.0
45469.73,27893.236,676790.94,1.0
22149.158,14406.917,676791.56,1.0
35422.418,29220.352,677765.06,0.0
20157.166,37481.168,677780.06,1.0
15652.2705,5403.128,678781.56,1.0
45402.48,28460.434,679572.44,1.0
54176.69,24726.596,679601.44,1.0
18374.229,8887.126,679601.44,1.0
19183.492,35633.395,679601.44,1.0
19168.488,9679.744,679601.44,1.0
25957.355,27410.441,679601.44,1.0
17099.453,7110.282,679601.44,1.0
27742.582,38990.285,679621.6,1.0
24314.377,24463.064,679797.9,1.0
42551.727,8993.747,680622.5,1.0
30405.982,39714.85,680658.56,1.0
20052.37,10674.447,680658.56,1.0
17079.37,7036.955,680658.56,1.0
20281.145,13567.386,680658.56,1.0
54061.96,37412.66,680658.56,1.0
20235.906,10911.877,680658.56,1.0
29918.844,38780.4,680703.6,1.0
15893.447,5723.538,680703.6,1.0
49399.31,26237.393,680703.6,1.0
53262.598,24962.225,680703.6,1.0
50930.613,25802.236,680703.6,1.0
15460.722,18848.32,680703.6,1.0
47234.035,27389.2,680816.75,1.0
22588.701,21539.158,681331.25,1.0
37868.3,38617.223,681616.3,1.0
17338.021,7270.6426,681835.8,1.0
34014.13,39042.94,682611.2,1.0
43300.355,38426.45,683045.6,1.0
27731.11,32124.008,683607.9,1.0
27984.48,32313.775,684572.6,1.0
46779.586,27651.564,684580.44,1.0
16110.236,21931.805,684580.44,1.0
14891.043,4798.852,684580.44,1.0
17219.668,17528.768,684580.44,0.0
42609.688,25999.926,684580.44,0.0
19345.848,9850.383,684580.44,1.0
37242.14,36140.98,684605.5,1.0
18416.312,33270.99,684765.3,1.0
45784.918,27929.35,685571.7,1.0
24137.148,26771.77,685605.06,1.0
28031.533,32517.482,686487.4,1.0
51429.977,38248.07,686572.7,1.0
23510.834,23698.217,687575.0,1.0
53871.03,15906.719,688214.3,1.0
14336.685,4304.9697,688220.8,1.0
41630.44,38368.793,688220.8,1.0
19698.643,14486.646,688220.8,1.0
46389.496,27550.432,688220.8,1.0
50661.18,25832.697,688220.8,1.0
17322.996,7258.7246,688220.8,1.0
16110.146,21931.395,688234.06,1.0
56185.242,35993.77,688342.25,1.0
17025.639,6993.388,688350.06,1.0
45704.504,28502.338,688350.06,1.0
51018.453,25805.547,688350.06,1.0
55119.152,24458.2,688350.06,1.0
16246.183,22395.14,688367.5,1.0
16875.943,17353.113,688394.1,1.0
45595.867,15899.845,688419.0,1.0
31189.861,16684.34,688446.2,1.0
30799.861,40100.598,688471.8,1.0
51558.566,25627.611,688497.7,1.0
45531.117,28769.924,688578.7,1.0
38463.473,7776.0625,689347.06,1.0
15753.121,5492.801,689539.1,1.0
55041.656,24482.35,689539.1,1.0
22504.867,14937.633,689539.1,1.0
49499.52,15909.818,689539.1,1.0
34003.777,35954.477,689539.1,1.0
27467.693,38985.38,689539.1,1.0
33758.426,35935.934,689583.94,1.0
24273.453,24360.166,690354.0,1.0
16293.919,6144.5786,690773.8,1.0
34443.742,39188.082,691361.5,1.0
33937.71,16818.68,692370.06,1.0
34379.176,35987.355,693315.75,1.0
15606.205,5508.211,693322.7,1.0
17045.469,7030.7046,693354.3,1.0
50496.133,25863.76,693354.3,1.0
14922.574,4795.384,693354.3,1.0
39766.145,38434.625,693354.3,1.0
19330.053,19212.375,693354.3,0.0
24177.82,39358.066,693354.3,1.0
43878.332,38383.16,693381.0,1.0
54539.008,37169.727,694327.44,1.0
57195.707,15660.058,695340.94,1.0
45602.76,28757.9,695881.06,1.0
22353.41,14052.1045,696355.94,1.0
18174.283,8778.512,697294.56,1.0
31996.973,8138.169,697302.5,1.0
25797.4,28036.95,697302.5,1.0
58047.984,27089.754,697302.5,1.0
36946.3,37941.113,697302.5,1.0
34272.03,38699.477,697302.5,1.0
43300.344,38426.543,697302.5,1.0
20444.172,37944.168,697371.7,1.0
57636.188,33538.848,698312.6,1.0
45877.145,28465.133,698389.94,1.0
25156.195,24929.906,698448.0,1.0
38031.8,7623.979,699331.25,1.0
15877.187,5565.262,700352.25,1.0
22646.207,21687.658,701025.0,1.0
45545.234,28778.256,701034.0,1.0
34469.84,16855.787,701034.0,1.0
21503.068,21399.412,701034.0,1.0
55062.53,24417.744,701034.0,1.0
16011.617,5703.2485,701034.0,1.0
15157.679,4947.995,701034.0,1.0
27771.037,31776.127,701375.06,1.0
54878.758,24376.236,702090.1,1.0
32829.145,7952.1704,702332.2,1.0
32509.834,38848.297,702363.7,1.0
14926.123,4795.2134,702363.7,1.0
57392.246,35905.69,702363.7,1.0
44189.36,15360.797,702363.7,0.0
14957.892,4892.2056,702363.7,1.0
18405.484,8925.263,702398.06,1.0
55049.133,24480.729,704410.4,1.0
33600.137,16785.537,706215.3,1.0
52522.77,25190.42,706494.7,1.0
34026.41,39050.395,708584.9,1.0
56570.926,14747.638,710364.4,1.0
17513.973,7467.6855,710681.1,1.0
56964.63,35523.812,711560.5,1.0
57794.07,18966.223,711569.44,1.0
49337.176,11437.79,711569.44,1.0
15631.383,5543.7285,711569.44,1.0
17739.45,7845.9595,711569.44,1.0
40279.47,8248.855,711569.44,1.0
21183.078,12254.67,711569.44,1.0
42098.586,38402.117,711584.56,1.0
27168.494,28298.043,711611.6,1.0
26343.281,29016.814,711638.5,1.0
37147.3,38680.55,711664.6,1.0
15748.585,5595.7515,711691.94,1.0
21827.902,21993.896,711719.9,1.0
24665.242,24033.555,711725.94,1.0
39289.336,7944.6797,711725.94,1.0
15786.917,5480.404,711725.94,1.0
23647.82,16726.438,711725.94,1.0
22118.959,20541.223,711725.94,1.0
30910.262,40188.94,711725.94,1.0
45068.613,28500.355,712598.44,1.0
13256.8125,12327.015,712783.9,0.0
26154.982,26744.92,713638.3,1.0
37306.82,39555.613,714538.25,1.0
28840.156,36678.62,714680.2,1.0
17260.465,7293.2495,715721.9,1.0
21759.193,21837.674,716736.2,1.0
16707.906,6689.099,716748.3,1.0
32432.629,36029.184,716748.3,1.0
19069.404,19190.314,716748.3,0.0
25906.592,29361.928,716748.3,1.0
15287.053,5050.4336,716748.3,1.0
21195.273,12456.82,716748.3,1.0
55171.754,24418.021,716765.94,1.0
53671.297,24796.127,718735.94,1.0
17087.377,7106.578,718856.6,1.0
17808.65,28571.05,720982.8,1.0
30498.736,39828.043,722957.06,1.0
18243.148,8733.076,722992.1,1.0
37447.527,16614.693,722992.1,1.0
22981.113,22564.7,722992.1,1.0
46149.285,27696.678,722992.1,1.0
28813.943,20788.154,722992.1,0.0
25543.625,25613.12,722992.1,1.0
30433.146,8578.573,723010.8,1.0
25275.375,27072.775,723114.2,1.0
19990.504,16795.37,724586.06,1.0
57907.13,19474.293,725253.56,1.0
15195.112,14782.302,726164.7,0.0
22505.19,14946.2705,726288.3,1.0
57609.676,15584.018,726295.75,1.0
18853.893,34923.496,726295.75,1.0
48462.895,38519.72,726295.75,1.0
57934.887,19592.033,726295.75,1.0
24852.605,24322.549,726295.75,1.0
23305.426,21709.604,726295.75,0.0
43300.344,38426.543,727347.06,1.0
14901.4375,4807.8794,727399.4,1.0
19277.172,10390.4375,727745.7,1.0
38193.914,27428.178,728408.8,0.0
15614.594,5505.5186,729330.7,1.0
21938.514,20100.0,729471.3,1.0
15540.263,5432.5566,730535.1,1.0
16191.446,5983.3926,730918.5,1.0
24954.115,26522.682,730927.8,1.0
26733.703,28681.791,730927.8,1.0
50529.21,25929.488,730927.8,1.0
21522.451,12773.923,730927.8,1.0
58469.84,22379.754,730927.8,1.0
31077.459,40241.65,730927.8,1.0
55031.406,24484.482,730943.9,1.0
34276.758,39162.633,731578.56,1.0
38878.434,27285.602,731585.44,0.0
23836.156,39406.59,731585.44,1.0
19061.385,10079.311,731585.44,1.0
22206.36,22871.508,731585.44,1.0
26445.648,28247.344,731585.44,1.0
15039.357,4866.963,731585.44,1.0
53050.89,24973.58,731600.25,1.0
55086.91,24407.592,732646.06,1.0
35558.008,16772.904,733638.44,1.0
15632.637,5503.24,733779.9,1.0
